brand_name,product_name,product_id,url,images_from_sociolla,images_from_serper,total_images,serper_status
15301_eze-nails,Spot-On Manicure Honesty in Lime,85458,https://www.sociolla.com/nail-treatment/57116-spot-on-manicure-honesty-in-lime,0,0,0,ok
15301_eze-nails,Spot-On Manicure Madly Tenacious,85449,https://www.sociolla.com/nails/57107-spot-on-manicure-madly-tenacious,0,0,0,ok
15301_eze-nails,Spot-On Manicure Graceful Mahogany,85441,https://www.sociolla.com/nail-arts/57099-spot-on-manicure-graceful-mahogany,0,2,2,ok
15301_eze-nails,Spot-On Manicure Grateful in Chocolate,85447,https://www.sociolla.com/nail-treatment/57105-spot-on-manicure-grateful-in-chocolate,0,1,1,ok
15301_eze-nails,Spot-On Manicure Calm in Navy Blue,85456,https://www.sociolla.com/nail-treatment/57114-spot-on-manicure-calm-in-navy-blue,0,8,8,ok
15301_eze-nails,Spot On Deco - You Give Me Butterflies (Sticker Kuku Nail Art),99720,https://www.sociolla.com/default-category/71378-spot-on-deco-you-give-me-butterflies-sticker-kuku-nail-art,0,8,8,ok
15301_eze-nails,Spot On Deco - Abstract Marbles (Sticker Kuku Nail Art),99722,https://www.sociolla.com/default-category/71380-spot-on-deco-abstract-marbles-sticker-kuku-nail-art,0,6,6,ok
15301_eze-nails,Kopi Arang Spot On Manicure,99006,https://www.sociolla.com/manicure-pedicure-set/70664-kopi-arang-spot-on-manicure,0,1,1,ok
15301_eze-nails,Dadar Gulung Pandan Spot On Manicure,99002,https://www.sociolla.com/manicure-pedicure-set/70660-dadar-gulung-pandan-spot-on-manicure,0,1,1,ok
15301_eze-nails,Bikang Ubi Ungu Spot On Manicure,99001,https://www.sociolla.com/manicure-pedicure-set/70659-bikang-ubi-ungu-spot-on-manicure,0,4,4,ok
15301_eze-nails,Kue Cente Manis Spot On Manicure,98999,https://www.sociolla.com/manicure-pedicure-set/70657-kue-cente-manis-spot-on-manicure,0,7,7,ok
15301_eze-nails,Refeel Pedicure Jelly Bond,89938,https://www.sociolla.com/default-category/61596-refeel-pedicure-jelly-bond,0,6,6,ok
15301_eze-nails,Spot-On Manicure Meutia in Rose Quartz,88762,https://www.sociolla.com/nail-arts/60420-spot-on-manicure-meutia-in-rose-quartz,0,4,4,ok
