product_id,brand,product_name,bpom_id,search_type,collected,target
BIO_BEAUTY_LAB_CAPSIBRIGHT_ELIXIR_BUBBLING_MASK_CLEANSER_NA18241210658,Bio Beauty Lab,Capsibright Elixir Bubbling Mask Cleanser,NA18241210658,genuine,3,8
