brand_name,product_name,product_id,beauty_point_earned,price_range,price_by_combinations,url,active_date,default_category,categories,rating_types_str,average_rating,total_reviews,average_rating_by_types,total_recommended_count,total_repurchase_maybe_count,total_repurchase_no_count,total_repurchase_yes_count,total_in_wishlist,image_folder_name,image_folder_path,image_count
584_aeris-beaute,The Onyx 2.0 - Individual Brushes X10-Tapered Blending,104056,0,Rp 40.000,,https://www.sociolla.com/face-brushes/75713-the-onyx-2-0-individual-brushes-x10-tapered-blending,,Face Brushes,Accessories; Makeup Brushes; Face Brushes,is_star_durability;is_star_eficiency;is_star_packaging;is_star_value_for_money,0.0,0,,0,0,0,0,9,584_aeris-beaute_104056,SafeCart_Dataset/images/584_aeris-beaute_104056,4
584_aeris-beaute,The Onyx 2.0 - Individual Brushes X15-Lip,104058,0,Rp 35.000,,https://www.sociolla.com/face-brushes/75716-the-onyx-2-0-individual-brushes-x15-lip,,Face Brushes,Accessories; Makeup Brushes; Face Brushes,is_star_durability;is_star_eficiency;is_star_packaging;is_star_value_for_money,0.0,0,,0,0,0,0,4,584_aeris-beaute_104058,SafeCart_Dataset/images/584_aeris-beaute_104058,3
584_aeris-beaute,The Onyx 2.0 - Individual Brushes X12-Brow Highlight,104060,0,Rp 35.000,,https://www.sociolla.com/face-brushes/75718-the-onyx-2-0-individual-brushes-x12-brow-highlight,,Face Brushes,Accessories; Makeup Brushes; Face Brushes,is_star_durability;is_star_eficiency;is_star_packaging;is_star_value_for_money,5.0,1,"""star_durability"": 5; ""star_eficiency"": 5; ""star_packaging"": 5; ""star_value_for_money"": 5",1,0,0,1,4,584_aeris-beaute_104060,SafeCart_Dataset/images/584_aeris-beaute_104060,1
584_aeris-beaute,Gold Facial Spa Set,85150,50,Rp 295.000,,https://www.sociolla.com/facial-tools/56808-gold-facial-spa-set,,Facial Tools,Accessories; Facial; Facial Tools,is_star_durability;is_star_eficiency;is_star_packaging;is_star_value_for_money,4.802631578947368,18,"""star_durability"": 4.894736842105263; ""star_eficiency"": 4.684210526315789; ""star_packaging"": 5; ""star_value_for_money"": 4.631578947368421",19,3,1,15,688,584_aeris-beaute_85150,SafeCart_Dataset/images/584_aeris-beaute_85150,10
584_aeris-beaute,Rose Quartz Facial Set - Soothing Trio,86886,170,Rp 875.000,,https://www.sociolla.com/facial-tools/58544-rose-quartz-facial-set-soothing-trio,,Facial Tools,Accessories; Facial; Facial Tools,is_star_durability;is_star_eficiency;is_star_packaging;is_star_value_for_money,4.75,2,"""star_durability"": 4.666666666666667; ""star_eficiency"": 4.666666666666667; ""star_packaging"": 5; ""star_value_for_money"": 4.666666666666667",3,0,1,2,74,584_aeris-beaute_86886,SafeCart_Dataset/images/584_aeris-beaute_86886,5
584_aeris-beaute,Golden Silk - Individual Brushes S12-Mini Multitasker,104086,10,Rp 75.000,,https://www.sociolla.com/face-brushes/75744-golden-silk-individual-brushes-s12-mini-multitasker,,Face Brushes,Accessories; Makeup Brushes; Face Brushes,is_star_durability;is_star_eficiency;is_star_packaging;is_star_value_for_money,0.0,0,,0,0,0,0,3,584_aeris-beaute_104086,SafeCart_Dataset/images/584_aeris-beaute_104086,1
584_aeris-beaute,The Coral 2.0 - Individual Brushes CR9-Round Blending,104072,0,Rp 45.000,,https://www.sociolla.com/face-brushes/75730-the-coral-2-0-individual-brushes-cr9-round-blending,,Face Brushes,Accessories; Makeup Brushes; Face Brushes,is_star_durability;is_star_eficiency;is_star_packaging;is_star_value_for_money,0.0,0,,0,0,0,0,6,584_aeris-beaute_104072,SafeCart_Dataset/images/584_aeris-beaute_104072,2
584_aeris-beaute,Golden Silk - Individual Brushes S1-Pressed Powder,104075,10,Rp 99.000,,https://www.sociolla.com/face-brushes/75732-golden-silk-individual-brushes-s1-pressed-powder,,Face Brushes,Accessories; Makeup Brushes; Face Brushes,is_star_durability;is_star_eficiency;is_star_packaging;is_star_value_for_money,0.0,0,,0,0,0,0,4,584_aeris-beaute_104075,SafeCart_Dataset/images/584_aeris-beaute_104075,2
584_aeris-beaute,Golden Silk - Individual Brushes S3-Pro Foundation,104073,10,Rp 99.000,,https://www.sociolla.com/face-brushes/75731-golden-silk-individual-brushes-s3-pro-foundation,2023-10-16T03:14:53.645Z,Face Brushes,Accessories; Makeup Brushes; Face Brushes,is_star_durability;is_star_eficiency;is_star_packaging;is_star_value_for_money,0.0,0,,0,0,0,0,6,584_aeris-beaute_104073,SafeCart_Dataset/images/584_aeris-beaute_104073,4
584_aeris-beaute,Golden Silk - Individual Brushes S6-Pro Highlight,104082,10,Rp 75.000,,https://www.sociolla.com/face-brushes/75740-golden-silk-individual-brushes-s6-pro-highlight,,Face Brushes,Accessories; Makeup Brushes; Face Brushes,is_star_durability;is_star_eficiency;is_star_packaging;is_star_value_for_money,0.0,0,,0,0,0,0,5,584_aeris-beaute_104082,SafeCart_Dataset/images/584_aeris-beaute_104082,1
584_aeris-beaute,Golden Silk - Individual Brushes S11-Tapered Blending,104084,10,Rp 75.000,,https://www.sociolla.com/face-brushes/75742-golden-silk-individual-brushes-s11-tapered-blending,,Face Brushes,Accessories; Makeup Brushes; Face Brushes,is_star_durability;is_star_eficiency;is_star_packaging;is_star_value_for_money,0.0,0,,0,0,0,0,4,584_aeris-beaute_104084,SafeCart_Dataset/images/584_aeris-beaute_104084,4
584_aeris-beaute,Smart Photon Light Therapy Device,88690,170,Rp 875.000,,https://www.sociolla.com/others/60348-smart-photon-light-therapy-device,,Facial Tools,Accessories; Facial; Facial Tools,is_star_durability;is_star_eficiency;is_star_packaging;is_star_value_for_money,4.806818181818182,21,"""star_durability"": 4.909090909090909; ""star_eficiency"": 4.7727272727272725; ""star_packaging"": 4.863636363636363; ""star_value_for_money"": 4.681818181818182",22,7,1,14,70,584_aeris-beaute_88690,SafeCart_Dataset/images/584_aeris-beaute_88690,10
584_aeris-beaute,Onyx 15 Face & Eye Brush Set,34594,70,Rp 379.000,"""Set of 15"": 379000",https://www.sociolla.com/brush-set/12018-onyx-15-face-and-eye-brush-set,2023-10-12T05:39:41.261Z,Brush Set,Accessories; Makeup Brushes; Brush Set,is_star_durability;is_star_eficiency;is_star_packaging;is_star_value_for_money,4.654999999999999,50,"""star_durability"": 4.64; ""star_eficiency"": 4.58; ""star_packaging"": 4.68; ""star_value_for_money"": 4.72",48,19,4,27,40,584_aeris-beaute_34594,SafeCart_Dataset/images/584_aeris-beaute_34594,4
584_aeris-beaute,The Coral 2.0 - Individual Brushes CR8-Concealer,104071,0,Rp 45.000,,https://www.sociolla.com/face-brushes/75729-the-coral-2-0-individual-brushes-cr8-concealer,,Face Brushes,Accessories; Makeup Brushes; Face Brushes,is_star_durability;is_star_eficiency;is_star_packaging;is_star_value_for_money,0.0,0,,0,0,0,0,67,584_aeris-beaute_104071,SafeCart_Dataset/images/584_aeris-beaute_104071,6
584_aeris-beaute,Sister Blendie,71592,10,Rp 95.000,"""Dusty Rose."": 95000",https://www.sociolla.com/sponge-applicators/24772-sister-blendie,,Sponge & Applicators,Accessories; Makeup Brushes; Sponge & Applicators,is_star_durability;is_star_eficiency;is_star_packaging;is_star_value_for_money,4.713414634146341,39,"""star_durability"": 4.682926829268292; ""star_eficiency"": 4.804878048780488; ""star_packaging"": 4.7560975609756095; ""star_value_for_money"": 4.609756097560975",38,5,2,34,246,584_aeris-beaute_71592,SafeCart_Dataset/images/584_aeris-beaute_71592,5
584_aeris-beaute,Pro Packs (Mrs),72440,70,Rp 356.000,,https://www.sociolla.com/sponge-applicators/25620-pro-packs-mrs,,Sponge & Applicators,Accessories; Makeup Brushes; Sponge & Applicators,is_star_durability;is_star_eficiency;is_star_packaging;is_star_value_for_money,5.0,1,"""star_durability"": 5; ""star_eficiency"": 5; ""star_packaging"": 5; ""star_value_for_money"": 5",3,0,0,3,93,584_aeris-beaute_72440,SafeCart_Dataset/images/584_aeris-beaute_72440,4
584_aeris-beaute,Blendie Bar Watermelon & Pear,70530,10,Rp 67.000,"""Non Specify"": 67000",https://www.sociolla.com/brush-cleanser-tools/23718-blendie-bar-watermelon-and-pear,,Brush Cleanser & Tools,Accessories; Makeup Brushes; Brush Cleanser & Tools,is_star_durability;is_star_eficiency;is_star_packaging;is_star_value_for_money,4.75,97,"""star_durability"": 4.696969696969697; ""star_eficiency"": 4.888888888888889; ""star_packaging"": 4.717171717171717; ""star_value_for_money"": 4.696969696969697",99,12,0,87,726,584_aeris-beaute_70530,SafeCart_Dataset/images/584_aeris-beaute_70530,7
584_aeris-beaute,The Coral 2.0 - Individual Brushes CR5-Foundation,104064,10,Rp 59.000,,https://www.sociolla.com/face-brushes/75722-the-coral-2-0-individual-brushes-cr5-foundation,2023-11-06T07:13:30.109Z,Face Brushes,Accessories; Makeup Brushes; Face Brushes,is_star_durability;is_star_eficiency;is_star_packaging;is_star_value_for_money,0.0,0,,0,0,0,0,49,584_aeris-beaute_104064,SafeCart_Dataset/images/584_aeris-beaute_104064,3
584_aeris-beaute,Solo Color Switcher,92095,10,Rp 60.000,"""Non Specify"": 60000",https://www.sociolla.com/brush-cleanser-tools/63753-solo-color-switcher,,Brush Cleanser & Tools,Accessories; Makeup Brushes; Brush Cleanser & Tools,is_star_durability;is_star_eficiency;is_star_packaging;is_star_value_for_money,4.125000000000001,4,"""star_durability"": 4.166666666666667; ""star_eficiency"": 4.5; ""star_packaging"": 4.166666666666667; ""star_value_for_money"": 3.6666666666666665",4,2,2,2,-110,584_aeris-beaute_92095,SafeCart_Dataset/images/584_aeris-beaute_92095,5
584_aeris-beaute,Horoscope Blendie Bar,100316,10,Rp 67.000,,https://www.sociolla.com/brush-cleanser-tools/71974-horoscope-blendie-bar,2023-10-16T03:16:36.327Z,Brush Cleanser & Tools,Accessories; Makeup Brushes; Brush Cleanser & Tools,is_star_durability;is_star_eficiency;is_star_packaging;is_star_value_for_money,5.0,1,"""star_durability"": 5; ""star_eficiency"": 5; ""star_packaging"": 5; ""star_value_for_money"": 5",1,0,0,1,5,584_aeris-beaute_100316,SafeCart_Dataset/images/584_aeris-beaute_100316,9
15703_alatte,Glazed Lip Tint,106999,10,Rp 79.900,,https://www.sociolla.com/lip-tint/78657-glazed-lip-tint,2023-10-13T07:10:33.852Z,Lip Tint,Makeup; Lips; Lip Tint,is_star_long_wear;is_star_packaging;is_star_pigmentation;is_star_texture;is_star_value_for_money,4.8,1,"""star_long_wear"": 5; ""star_packaging"": 5; ""star_pigmentation"": 5; ""star_texture"": 5; ""star_value_for_money"": 4",1,0,0,1,20,15703_alatte_106999,SafeCart_Dataset/images/15703_alatte_106999,10
15703_alatte,Lip Veil,106998,20,Rp 129.000,,https://www.sociolla.com/lip-cream/78656-lip-veil,2023-10-13T07:10:14.876Z,Lip Cream,Makeup; Lips; Lip Cream,is_star_long_wear;is_star_packaging;is_star_pigmentation;is_star_texture;is_star_value_for_money,0.0,0,,0,0,0,0,13,15703_alatte_106998,SafeCart_Dataset/images/15703_alatte_106998,10
15703_alatte,Brow Wand,106997,20,Rp 119.000,,https://www.sociolla.com/eyebrows/78655-brow-wand,2023-10-13T07:09:53.512Z,Eyebrows,Makeup; Eyes; Eyebrows,is_star_long_wear;is_star_packaging;is_star_pigmentation;is_star_texture;is_star_value_for_money,0.0,0,,0,0,0,0,1,15703_alatte_106997,SafeCart_Dataset/images/15703_alatte_106997,7
15542_alchemist-fragrance,01 Powder Room Eau De Parfum,98055,40,Rp 229.000,"""50 ml"": 229000",https://www.sociolla.com/eau-de-parfum/69713-01-powder-room-eau-de-parfum,2022-09-13T10:44:57.902Z,Eau De Parfum,Fragrance; Body Fragrance; Eau De Parfum,is_star_long_wear;is_star_scent;is_star_value_for_money,4.409356725146199,54,"""star_long_wear"": 4.175438596491228; ""star_scent"": 4.578947368421052; ""star_value_for_money"": 4.473684210526316",52,15,7,35,950,15542_alchemist-fragrance_98055,SafeCart_Dataset/images/15542_alchemist-fragrance_98055,9
15542_alchemist-fragrance,Onirique | Extrait de Parfum,107269,70,Rp 379.000,,https://www.sociolla.com/eau-de-parfum/78927-onirique-or-extrait-de-parfum,2023-10-18T09:37:41.756Z,Eau De Parfum,Fragrance; Body Fragrance; Eau De Parfum,is_star_long_wear;is_star_scent;is_star_value_for_money,4.461538461538461,13,"""star_long_wear"": 4.3076923076923075; ""star_scent"": 4.769230769230769; ""star_value_for_money"": 4.3076923076923075",12,3,1,9,154,15542_alchemist-fragrance_107269,SafeCart_Dataset/images/15542_alchemist-fragrance_107269,4
15542_alchemist-fragrance,04 Home Garden Eau De Parfum,98059,40,Rp 229.000,"""50 ml"": 229000",https://www.sociolla.com/eau-de-parfum/69717-04-home-garden-eau-de-parfum,2022-09-13T10:45:35.198Z,Eau De Parfum,Fragrance; Body Fragrance; Eau De Parfum,is_star_long_wear;is_star_scent;is_star_value_for_money,4.4375,13,"""star_long_wear"": 4.25; ""star_scent"": 4.5; ""star_value_for_money"": 4.5625",14,7,2,7,407,15542_alchemist-fragrance_98059,SafeCart_Dataset/images/15542_alchemist-fragrance_98059,7
15542_alchemist-fragrance,03 Got My Mojo Back Eau De Parfum,98058,40,Rp 229.000,"""50 ml"": 229000",https://www.sociolla.com/eau-de-parfum/69716-03-got-my-mojo-back-eau-de-parfum,2022-09-13T10:45:23.070Z,Eau De Parfum,Fragrance; Body Fragrance; Eau De Parfum,is_star_long_wear;is_star_scent;is_star_value_for_money,4.568181818181818,41,"""star_long_wear"": 4.431818181818182; ""star_scent"": 4.704545454545454; ""star_value_for_money"": 4.568181818181818",43,18,1,25,627,15542_alchemist-fragrance_98058,SafeCart_Dataset/images/15542_alchemist-fragrance_98058,10
15542_alchemist-fragrance,02 Pink Laundry Eau De Parfum,98057,40,Rp 229.000,"""50 ml"": 229000",https://www.sociolla.com/eau-de-parfum/69715-02-pink-laundry-eau-de-parfum,2022-09-13T10:45:11.387Z,Eau De Parfum,Fragrance; Body Fragrance; Eau De Parfum,is_star_long_wear;is_star_scent;is_star_value_for_money,4.421875,61,"""star_long_wear"": 4.109375; ""star_scent"": 4.65625; ""star_value_for_money"": 4.5",62,19,4,41,1307,15542_alchemist-fragrance_98057,SafeCart_Dataset/images/15542_alchemist-fragrance_98057,7
15542_alchemist-fragrance,Out West Extrait De Parfum,99920,60,Rp 319.000,"""Out West"": 319000",https://www.sociolla.com/eau-de-parfum/71578-out-west-extrait-de-parfum,2023-02-23T10:49:18.795Z,Eau De Parfum,Fragrance; Body Fragrance; Eau De Parfum,is_star_long_wear;is_star_scent;is_star_value_for_money,4.681818181818183,19,"""star_long_wear"": 4.7727272727272725; ""star_scent"": 4.636363636363637; ""star_value_for_money"": 4.636363636363637",22,6,0,16,331,15542_alchemist-fragrance_99920,SafeCart_Dataset/images/15542_alchemist-fragrance_99920,9
15542_alchemist-fragrance,04 Home Garden Body Lotion,107156,30,Rp 179.000,,https://www.sociolla.com/body-lotion-body-serum/78814-04-home-garden-body-lotion,2023-10-13T04:01:23.978Z,Body Lotion / Body Serum,Bath & Body; Body Care; Body Lotion / Body Serum,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,0.0,0,,0,0,0,0,23,15542_alchemist-fragrance_107156,SafeCart_Dataset/images/15542_alchemist-fragrance_107156,7
15542_alchemist-fragrance,02 Pink Laundry Body Lotion,107152,30,Rp 179.000,,https://www.sociolla.com/body-lotion-body-serum/78810-02-pink-laundry-body-lotion,2023-10-13T04:00:52.048Z,Body Lotion / Body Serum,Bath & Body; Body Care; Body Lotion / Body Serum,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,0.0,0,,0,0,0,0,47,15542_alchemist-fragrance_107152,SafeCart_Dataset/images/15542_alchemist-fragrance_107152,2
15542_alchemist-fragrance,03 Got My Mojo Back Body Lotion,107155,30,Rp 179.000,,https://www.sociolla.com/body-lotion-body-serum/78813-03-got-my-mojo-back-body-lotion,2023-10-13T04:01:08.909Z,Body Lotion / Body Serum,Bath & Body; Body Care; Body Lotion / Body Serum,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,0.0,0,,0,0,0,0,26,15542_alchemist-fragrance_107155,SafeCart_Dataset/images/15542_alchemist-fragrance_107155,2
15542_alchemist-fragrance,07 Galleria Body Lotion,107158,30,Rp 179.000,,https://www.sociolla.com/body-lotion-body-serum/78816-07-galleria-body-lotion,2023-10-13T04:01:37.929Z,Body Lotion / Body Serum,Bath & Body; Body Care; Body Lotion / Body Serum,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,0.0,0,,0,0,0,0,27,15542_alchemist-fragrance_107158,SafeCart_Dataset/images/15542_alchemist-fragrance_107158,8
1350_allglows,"Shake Lip Pigment (SLP) - Matte Liquid Lipstick, Serum-Infused",105045,20,Rp 139.000,,https://www.sociolla.com/lip-cream/76703-shake-lip-pigment-slp-matte-liquid-lipstick-serum-infused,2023-07-04T02:22:03.772Z,Lip Cream,Makeup; Lips; Lip Cream,is_star_long_wear;is_star_packaging;is_star_pigmentation;is_star_texture;is_star_value_for_money,4.657142857142857,14,"""star_long_wear"": 4.571428571428571; ""star_packaging"": 4.785714285714286; ""star_pigmentation"": 4.714285714285714; ""star_texture"": 4.642857142857143; ""star_value_for_money"": 4.571428571428571",13,2,2,10,208,1350_allglows_105045,SafeCart_Dataset/images/1350_allglows_105045,6
1350_allglows,Cheek Pigment,92682,20,Rp 139.000,,https://www.sociolla.com/blush/64340-cheek-pigment,2022-05-09T03:31:57.768Z,Blush,Makeup; Face; Blush,is_star_long_wear;is_star_packaging;is_star_pigmentation;is_star_texture;is_star_value_for_money,4.7,33,"""star_long_wear"": 4.5; ""star_packaging"": 4.894736842105263; ""star_pigmentation"": 4.7631578947368425; ""star_texture"": 4.7105263157894735; ""star_value_for_money"": 4.631578947368421",38,7,1,30,752,1350_allglows_92682,SafeCart_Dataset/images/1350_allglows_92682,5
1350_allglows,Allglows Lid Pigment Shimmer,94319,20,Rp 139.000,,https://www.sociolla.com/eyeshadow/65977-lid-pigment-shimmer,2022-05-09T03:32:17.575Z,Eyeshadow,Makeup; Eyes; Eyeshadow,is_star_long_wear;is_star_packaging;is_star_pigmentation;is_star_texture;is_star_value_for_money,5.0,9,"""star_long_wear"": 5; ""star_packaging"": 5; ""star_pigmentation"": 5; ""star_texture"": 5; ""star_value_for_money"": 5",13,0,0,13,272,1350_allglows_94319,SafeCart_Dataset/images/1350_allglows_94319,7
15700_amuse,DEW POWER VEGAN CUSHION,106967,100,Rp 508.000,,https://www.sociolla.com/cushion/78625-dew-power-vegan-cushion,2023-10-10T10:07:00.932Z,Cushion,Makeup; Face; Cushion,is_star_long_wear;is_star_packaging;is_star_pigmentation;is_star_texture;is_star_value_for_money,5.0,1,"""star_long_wear"": 5; ""star_packaging"": 5; ""star_pigmentation"": 5; ""star_texture"": 5; ""star_value_for_money"": 5",1,0,0,1,69,15700_amuse_106967,SafeCart_Dataset/images/15700_amuse_106967,9
15700_amuse,DEW JELLY VEGAN CUSHION,106958,100,Rp 508.000,,https://www.sociolla.com/cushion/78616-dew-jelly-vegan-cushion,2023-10-10T08:15:09.514Z,Cushion,Makeup; Face; Cushion,is_star_long_wear;is_star_packaging;is_star_pigmentation;is_star_texture;is_star_value_for_money,0.0,0,,0,0,0,0,-5,15700_amuse_106958,SafeCart_Dataset/images/15700_amuse_106958,10
15700_amuse,META FIXING VEGAN CUSHION,106961,100,Rp 508.000,,https://www.sociolla.com/cushion/78619-meta-fixing-vegan-cushion,2023-10-10T08:15:35.183Z,Cushion,Makeup; Face; Cushion,is_star_long_wear;is_star_packaging;is_star_pigmentation;is_star_texture;is_star_value_for_money,0.0,0,,0,0,0,0,-11,15700_amuse_106961,SafeCart_Dataset/images/15700_amuse_106961,10
15700_amuse,JEL-FIT TINT,106966,50,Rp 299.000,,https://www.sociolla.com/lip-tint/78624-jel-fit-tint,2023-10-10T10:06:47.605Z,Lip Tint,Makeup; Lips; Lip Tint,is_star_long_wear;is_star_packaging;is_star_pigmentation;is_star_texture;is_star_value_for_money,0.0,0,,0,0,0,0,66,15700_amuse_106966,SafeCart_Dataset/images/15700_amuse_106966,8
15700_amuse,DEW TINT,106952,50,Rp 299.000,,https://www.sociolla.com/lip-tint/78610-dew-tint,2023-10-10T08:14:41.258Z,Lip Tint,Makeup; Lips; Lip Tint,is_star_long_wear;is_star_packaging;is_star_pigmentation;is_star_texture;is_star_value_for_money,5.0,1,"""star_long_wear"": 5; ""star_packaging"": 5; ""star_pigmentation"": 5; ""star_texture"": 5; ""star_value_for_money"": 5",1,0,0,1,37,15700_amuse_106952,SafeCart_Dataset/images/15700_amuse_106952,7
15700_amuse,DEW VELVET,106951,50,Rp 299.000,,https://www.sociolla.com/lip-tint/78609-dew-velvet,2023-10-10T08:14:27.854Z,Lip Tint,Makeup; Lips; Lip Tint,is_star_long_wear;is_star_packaging;is_star_pigmentation;is_star_texture;is_star_value_for_money,5.0,1,"""star_long_wear"": 5; ""star_packaging"": 5; ""star_pigmentation"": 5; ""star_texture"": 5; ""star_value_for_money"": 5",1,0,0,1,30,15700_amuse_106951,SafeCart_Dataset/images/15700_amuse_106951,9
15700_amuse,DEW BALM,106963,50,Rp 299.000,,https://www.sociolla.com/lip-balm/78621-dew-balm,2023-10-10T10:05:34.464Z,Lip Balm,Makeup; Lips; Lip Balm,is_star_long_wear;is_star_packaging;is_star_pigmentation;is_star_texture;is_star_value_for_money,0.0,0,,0,0,0,0,119,15700_amuse_106963,SafeCart_Dataset/images/15700_amuse_106963,10
15700_amuse,SOFT CREAM CHEEK,106965,50,Rp 254.000,,https://www.sociolla.com/blush/78623-soft-cream-cheek,2023-10-10T10:06:26.856Z,Blush,Makeup; Face; Blush,is_star_long_wear;is_star_packaging;is_star_pigmentation;is_star_texture;is_star_value_for_money,0.0,0,,0,0,0,0,34,15700_amuse_106965,SafeCart_Dataset/images/15700_amuse_106965,7
15700_amuse,CHOU VELVET,106953,50,Rp 299.000,,https://www.sociolla.com/lip-tint/78611-chou-velvet,2023-10-10T08:14:53.823Z,Lip Tint,Makeup; Lips; Lip Tint,is_star_long_wear;is_star_packaging;is_star_pigmentation;is_star_texture;is_star_value_for_money,0.0,0,,0,0,0,0,27,15700_amuse_106953,SafeCart_Dataset/images/15700_amuse_106953,4
15700_amuse,EYE VEGAN SHEER PALETTE,106964,80,Rp 433.000,,https://www.sociolla.com/eyeshadow/78622-eye-vegan-sheer-palette,2023-10-10T10:06:07.380Z,Eyeshadow,Makeup; Eyes; Eyeshadow,is_star_long_wear;is_star_packaging;is_star_pigmentation;is_star_texture;is_star_value_for_money,0.0,0,,0,0,0,0,26,15700_amuse_106964,SafeCart_Dataset/images/15700_amuse_106964,6
2019_anessa,New Brightening Uv Sunscreen Gel,91302,80,Rp 403.000,"""90 ml"": 403000",https://www.sociolla.com/sunscreen/62960-new-brightening-uv-sunscreen-gel,2022-06-09T02:59:58.006Z,Sunscreen,Skincare; Sun Care; Sunscreen,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.49438202247191,89,"""star_effectiveness"": 4.707865168539326; ""star_packaging"": 4.707865168539326; ""star_texture"": 4.449438202247191; ""star_value_for_money"": 4.112359550561798",82,19,9,61,676,2019_anessa_91302,SafeCart_Dataset/images/2019_anessa_91302,8
2019_anessa,New Perfect Uv Sunscreen Skincare Milk,91296,90,Rp 201.000 - Rp 494.000,"""60 ml"": 494000; ""20 ml"": 201000",https://www.sociolla.com/sunscreen/62954-new-perfect-uv-sunscreen-skincare-milk,2022-05-10T03:41:58.776Z,Sunscreen,Skincare; Sunscreen; Sun Care,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.776760563380281,356,"""star_effectiveness"": 4.892957746478873; ""star_packaging"": 4.853521126760564; ""star_texture"": 4.890140845070422; ""star_value_for_money"": 4.470422535211267",347,42,15,298,2065,2019_anessa_91296,SafeCart_Dataset/images/2019_anessa_91296,8
2019_anessa,New Perfect Uv Sunscreen Skincare Spray 60gr,91298,60,Rp 302.000,"""60 gr"": 302000",https://www.sociolla.com/2301-sun-care/62956-new-perfect-uv-sunscreen-skincare-spray-60gr,2022-07-25T08:54:37.411Z,Sunscreen,Skincare; Sunscreen; Sun Care,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.635,49,"""star_effectiveness"": 4.8; ""star_packaging"": 4.8; ""star_texture"": 4.64; ""star_value_for_money"": 4.3",47,12,3,35,621,2019_anessa_91298,SafeCart_Dataset/images/2019_anessa_91298,10
2019_anessa,ANESSA Trial Set Brightening Gel,106363,80,Rp 403.000,,https://www.sociolla.com/sunscreen/78021-anessa-trial-set-brightening-gel,2023-09-25T10:25:20.563Z,Sunscreen,Skincare; Sun Care; Sunscreen,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.75,2,"""star_effectiveness"": 5; ""star_packaging"": 5; ""star_texture"": 5; ""star_value_for_money"": 4",2,0,0,2,12,2019_anessa_106363,SafeCart_Dataset/images/2019_anessa_106363,8
2019_anessa,Perfect UV Sunscreen Mild Milk,86904,90,Rp 494.000,"""60 ml"": 494000",https://www.sociolla.com/sunscreen/58562-perfect-uv-sunscreen-mild-milk-n,2023-04-29T12:31:59.366Z,Sunscreen,Skincare; Sunscreen; Sun Care,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.669349778883361,270,"""star_effectiveness"": 4.855030403537866; ""star_packaging"": 4.843891652846876; ""star_texture"": 4.702611940298508; ""star_value_for_money"": 4.275124378109452",258,46,18,205,1439,2019_anessa_86904,SafeCart_Dataset/images/2019_anessa_86904,8
2019_anessa,Mom & Baby UV Kit,100686,200,Rp 1.037.000,,https://www.sociolla.com/skin-care-set/72344-mom-and-baby-uv-kit,2022-12-11T17:25:09.816Z,Skin Care Set,Skincare; Skin Care Set,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,0.0,0,,0,0,0,0,28,2019_anessa_100686,SafeCart_Dataset/images/2019_anessa_100686,6
2019_anessa,Anessa Perfect Gentle UV Kit,90154,270,Rp 1.391.000,,https://www.sociolla.com/sunscreen/61812-perfect-gentle-uv-kit,2022-06-27T08:13:28.722Z,Sunscreen,Skincare; Sunscreen; Sun Care,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,0.0,0,,0,0,0,0,28,2019_anessa_90154,SafeCart_Dataset/images/2019_anessa_90154,7
2019_anessa,Anessa Perfect Mild Sunscreen Kit,90152,230,Rp 1.199.000,,https://www.sociolla.com/sunscreen/61810-perfect-mild-sunscreen-kit,2022-06-27T08:14:40.216Z,Sunscreen,Skincare; Sunscreen; Sun Care,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,0.0,0,,0,0,0,0,37,2019_anessa_90152,SafeCart_Dataset/images/2019_anessa_90152,8
2019_anessa,Twinpack Perfect UV Sunscreen Mild Milk 60ml,90147,190,Rp 988.000,,https://www.sociolla.com/sunscreen/61805-twinpack-perfect-uv-sunscreen-mild-milk-60ml,2023-09-11T03:17:16.975Z,Sunscreen,Skincare; Sunscreen; Sun Care,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,0.0,0,,0,0,0,0,164,2019_anessa_90147,SafeCart_Dataset/images/2019_anessa_90147,7
2019_anessa,Anessa Sensitive Skin Sunscreen Bundles,87349,170,Rp 897.000,,https://www.sociolla.com/sunscreen/59007-perfect-uv-sunscreen-mild-milk-free-perfect-uv-sunscreen-skincare-milk-12-ml,2022-10-15T16:58:35.341Z,Sunscreen,Skincare; Sunscreen; Sun Care,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,0.0,0,,0,0,0,0,136,2019_anessa_87349,SafeCart_Dataset/images/2019_anessa_87349,8
